#
# This data is modified from the original version.
# source : https://raw.githubusercontent.com/jpatokal/openflights/master/data/airlines.dat
# Modif : ColName
#

"airlineID","name","alias","IATA","ICAO","Callsign","Country","Active"
1655,"Cargojet Airways",NA,"W8","CJT","CARGOJET","Canada","N"
1656,"Cargolux",NA,"CV","CLX","CARGOLUX","Luxembourg","N"
1657,"Cargoman",NA,NA,"CGM","HOTEL CHARLIE","Oman","N"
1658,"Carib Aviation",NA,NA,"DEL","RED TAIL","Antigua and Barbuda","N"
1659,"Carib Express",NA,NA,"BCB","WAVEBIRD","Barbados","N"
1660,"Caribair",NA,NA,"CBC","CARIBAIR","Dominican Republic","N"
1661,"Caribbean Air Cargo",NA,NA,"DCC","CARICARGO","Barbados","N"
1662,"Caribbean Air Transport",NA,NA,"CLT","CARIBBEAN","Netherlands","N"
1663,"Caribbean Airlines",NA,"BW","BWA","CARIBBEAN AIRLINES","Trinidad and Tobago","Y"
1664,"Caribbean Airways",NA,NA,"IQQ","CARIBJET","Barbados","N"
1665,"Caribbean Express",NA,NA,"TLC","CARIB-X","United States","N"
1666,"Caribbean Star Airlines",NA,"8B","GFI","CARIB STAR","Antigua and Barbuda","N"
1667,"Caribintair",NA,NA,"CRT","CARIBINTAIR","Haiti","N"
1668,"Carill Aviation",NA,NA,"CVG","CARILL","United Kingdom","N"
1669,"Carpatair",NA,"V3","KRP","CARPATAIR","Romania","Y"
1670,"Carranza",NA,NA,"CRR","CARRANZA","Chile","N"
1671,"Carroll Air Service",NA,NA,"ULS","ULSTER","United States","N"
1672,"Casement Aviation",NA,NA,"CMT","CASEMENT","United States","N"
1673,"Casino Airline",NA,NA,"CSO","CASAIR","United States","N"
1674,"Casper Air Service",NA,NA,"CSP","CASPER AIR","United States","N"
1675,"Caspian Airlines",NA,"RV","CPN","CASPIAN","Iran","Y"
1676,"Castle Aviation",NA,NA,"CSJ","CASTLE","United States","N"
1677,"Cat Aviation",NA,NA,"CAZ","EUROCAT","Switzerland","N"
1678,"Catalina Flying Boats",NA,NA,"CBT","CATALINA AIR","United States","N"
1679,"Catex",NA,NA,"TEX","CATEX","France","N"
1680,"Cathay Pacific",NA,"CX","CPA","CATHAY","Hong Kong SAR of China","Y"
1681,"Caverton Helicopters",NA,NA,"CJR","CAVERTON AIR","Nigeria","N"
1682,"Cayman Airways",NA,"KX","CAY","CAYMAN","Cayman Islands","Y"
1683,"Cebu Pacific",NA,"5J","CEB","CEBU AIR","Philippines","Y"
1684,"Cecil Aviation",NA,NA,"CIL","CECIL","United Kingdom","N"
1685,"Cega Aviation",NA,NA,"CEG","CEGA","United Kingdom","N"
1686,"Celtic Airways",NA,NA,"CEC","CELTAIR","United Kingdom","N"
1687,"Celtic West",NA,NA,"CWE","CELTIC","United Kingdom","N"
1688,"Centavia",NA,"7N","CNA",NA,"Serbia","N"
1689,"Cente D'Essais En Vol",NA,NA,"CEV","CENTEV","France","N"
1690,"Centennial Airlines",NA,NA,"CNL","WYO-AIR","United States","N"
1691,"Centennial Flight Centre",NA,NA,"CNS","CENTENNIAL","Canada","N"
1692,"Center Vol",NA,NA,"CVO","CENTERVOL","Spain","N"
1693,"Center-South",NA,NA,"CTS","CENTER-SOUTH","Russia","N"
1694,"Centrafrican Airlines",NA,NA,"CET","CENTRAFRICAIN","Central African Republic","N"
1695,"Central Air Express",NA,NA,"CAX","CENTRAL EXPRESS","Democratic Republic of Congo","N"
1696,"Central Airlines",NA,NA,"CTL","CENTRAL COMMUTER","United States","N"
1697,"Central Airways",NA,NA,"CNY","CENTRAL LEONE","Sierra Leone","N"
1698,"Central American Airlines",NA,NA,"ACN","AEROCENTRO","Nicaragua","N"
1699,"Central Aviation",NA,NA,"YOG","YOGAN AIR","United States","N"
1700,"Central Connect Airlines",NA,NA,"CCG",NA,"Czech Republic","Y"
1701,"Central De Discos De Reynosa",NA,NA,"DRN","DISCOS REYNOSA","Mexico","N"
1702,"Central European Airlines",NA,NA,"CMA","EUROCENTRAL","Czech Republic","N"
1703,"Central Flying Service",NA,NA,"CHA","CHARTER CENTRAL","United States","N"
1704,"Central Mongolia Airways",NA,NA,"CEM","CENTRAL MONGOLIA","Mongolia","N"
1705,"Central Mountain Air",NA,NA,"GLR","GLACIER","Canada","N"
1706,"Central Queensland Aviation College",NA,NA,"CQC",NA,"Australia","N"
1707,"Central Skyport",NA,NA,"CSI","SKYPORT","United States","N"
1708,"Centralwings",NA,"C0","CLW","CENTRALWINGS","Poland","Y"
1709,"Centre Airlines",NA,NA,"DTV","DUTCH VALLEY","United States","N"
1710,"Centre of Applied Geodynamica",NA,NA,"CGS","GEO CENTRE","Russia","N"
1711,"Centre-Avia",NA,"J7","CVC","AVIACENTRE","Russia","N"
1712,"Centro De Helicopteros Corporativos",NA,NA,"CCV","HELICORPORATIVO","Mexico","N"
1713,"Centro de Formacion Aeronautica de Canarias",NA,NA,"ACF","FORCAN","Spain","N"
1714,"Centurion Air Cargo",NA,"WE","CWC","CHALLENGE CARGO","United States","N"
1715,"Century Aviation",NA,NA,"URY","CENTURY AVIA","Mexico","N"
1716,"Century Aviation International",NA,NA,"HAI",NA,"Canada","N"
1717,"Certified Air Dispatch",NA,NA,"XAD",NA,"United States","N"
1718,"Cetraca Aviation Service",NA,NA,"CER","CETRACA","Democratic Republic of the Congo","N"
1719,"Chabahar Airlines",NA,NA,"IRU","CHABAHAR","Iran","N"
1720,"Chalair Aviation",NA,NA,"CLG","CHALLAIR","France","N"
1721,"Chalk's Ocean Airways",NA,"OP","CHK","CHALKS","United States","N"
1722,"Challenge Air Transport",NA,NA,"CLS","AIRISTO","Germany","N"
1723,"Challenge Aviation",NA,NA,"CHS","CHALLENGE AVIATION","Australia","N"
1724,"Challenge International Airlines",NA,NA,"OFF","CHALLENGE AIR","United States","N"
1725,"AC Challenge Aero",NA,NA,"CHG","SKY CHALLENGER","Ukraine","N"
1726,"Champagne Airlines",NA,NA,"CPH","CHAMPAGNE","France","N"
1727,"Champion Air",NA,"MG","CCP","CHAMPION AIR","United States","N"
1728,"Chanchangi Airlines",NA,NA,"NCH","CHANCHANGI","Nigeria","N"
1729,"Changan Airlines",NA,"2Z","CGN","CHANGAN","China","N"
1730,"Channel Island Aviation",NA,NA,"CHN","CHANNEL","United States","N"
1731,"Chantilly Air",NA,NA,"WML","MARLIN","United States","N"
1732,"Chaparral Airlines",NA,NA,"CPL","CHAPARRAL","United States","N"
1733,"Chari Aviation Services",NA,"S8","CSU","CHARI SERVICE","Chad","N"
1734,"Charlan Air Charter",NA,NA,"CAH","CHARLAN","South Africa","N"
1735,"Charlie Hammonds Flying Service",NA,NA,"HMD","HAMMOND","United States","N"
1736,"Charlotte Air National Guard",NA,NA,"CGD",NA,"United States","N"
1737,"Charter Air",NA,NA,"CHW","CHARTER WIEN","Austria","Y"
1738,"Chartright Air",NA,NA,"HRT","CHARTRIGHT","Canada","N"
1739,"Chautauqua Airlines",NA,"RP","CHQ","CHAUTAUQUA","United States","Y"
1740,"Cheboksary Airenterprise JSC",NA,NA,"CBB","CHEBAIR","Russia","N"
1741,"Chemech Aviation",NA,NA,"CHM",NA,"Pakistan","N"
1742,"Cherline",NA,NA,"CHZ","CHERL","Russia","N"
1743,"Chernomor-Avia",NA,NA,"CMK","CHERAVIA","Russia","N"
1744,"Cherokee Express",NA,NA,"CBM","BLUE MAX","United States","N"
1745,"Cherry Air",NA,NA,"CCY","CHERRY","United States","N"
1746,"Chesapeake Air Service",NA,NA,"CAB","CHESAPEAKE AIR","United States","N"
1747,"Chevron U.S.A",NA,NA,"CVR","CHEVRON","United States","N"
1748,"Cheyenne Airways",NA,NA,"CYA","CHEYENNE AIR","United States","N"
1749,"Chicago Air",NA,NA,"CGO","WILD ONION","United States","N"
1750,"Chicago Express",NA,"C8","WDY","WINDY CITY","United States","N"
1751,"Chief Rat Flight Services",NA,NA,"RAT","RIVERRAT","South Africa","N"
1752,"Chilchota Taxi Aereo",NA,NA,"CCH","CHILCHOTA","Mexico","N"
1753,"Chilcotin Caribou Aviation",NA,NA,"DES","CHILCOTIN","Canada","N"
1754,"Chilliwack Aviation",NA,NA,"CAD","CHILLIWACKAIR","Canada","N"
1755,"Chim-Nir Aviation",NA,NA,"ETN","CHMINIR","Israel","N"
1756,"China Airlines",NA,"CI","CAL","DYNASTY","Taiwan","Y"
1757,"China Cargo Airlines",NA,"CK","CKK","CARGO KING","China","N"
1758,"China Eastern Airlines",NA,"MU","CES","CHINA EASTERN","China","Y"
1759,"China Express Airlines",NA,NA,"HXA","CHINA EXPRESS","China","N"
1760,"China Flying Dragon Aviation",NA,NA,"CFA","FEILONG","China","N"
1761,"China General Aviation Corporation",NA,NA,"CTH","TONGHANG","China","N"
1762,"China National Aviation Corporation",NA,NA,"CAG","CHINA NATIONAL","China","N"
1763,"China Northern Airlines",NA,"CJ","CBF","CHINA NORTHERN","China","N"
1764,"China Northwest Airlines",NA,"WH","CNW","CHINA NORTHWEST","China","N"
1765,"China Ocean Helicopter Corporation",NA,NA,"CHC","CHINA HELICOPTER","China","N"
1766,"China Postal Airlines",NA,"8Y","CYZ","CHINA POST","China","N"
1767,"China Southern Airlines",NA,"CZ","CSN","CHINA SOUTHERN","China","Y"
1768,"China Southwest Airlines",NA,NA,"CXN","CHINA SOUTHWEST","China","N"
1769,"China United Airlines",NA,"HR","CUA","LIANHANG","China","Y"
1770,"China Xinhua Airlines",NA,"XO","CXH","XINHUA","China","N"
1771,"Yunnan Airlines",NA,"3Q","CYH","YUNNAN","China","Y"
1772,"Chinguetti Airlines",NA,NA,"CGU","CHINGUETTI","Mauritania","N"
1773,"Chipola Aviation",NA,NA,"CEP","CHIPOLA","United States","N"
1774,"Chippewa Air Commuter",NA,NA,"CPW","CHIPPEWA-AIR","United States","N"
1775,"Chitaavia",NA,"X7","CHF","CHITA","Russia","N"
1776,"Christman Air System",NA,NA,"CAS","CHRISTMAN","United States","N"
1777,"Christophorus Flugrettungsverein",NA,NA,"OEC","CHRISTOPHORUS","Austria","N"
1778,"Chrome Air Services",NA,NA,"CHO","CHROME AIR","United States","N"
1779,"Church Aircraft",NA,NA,"CHU","CHURCHAIR","United States","N"
1780,"Cielos Airlines",NA,"A2","CIU","CIELOS","Peru","N"
1781,"Cimber Air",NA,"QI","CIM","CIMBER","Denmark","Y"
1782,"Cirrus",NA,NA,"RRU","HELICIRRUS","Chile","N"
1783,"Cirrus Air",NA,NA,"NTS","NITE STAR","United States","N"
1784,"Cirrus Airlines",NA,"C9","RUS","CIRRUS AIR","Germany","Y"
1785,"Cirrus Middle East",NA,NA,"JTI",NA,"Lebanon","N"
1786,"Citationshares",NA,NA,"FIV","FIVE STAR","United States","N"
1787,"Citibank",NA,NA,"XCX",NA,"United States","N"
1788,"Citic General Aviation",NA,NA,"HZX","ZHONGXIN","China","N"
1789,"City Airline",NA,"CF","SDR","SWEDESTAR","Sweden","Y"
1790,"City Connexion Airlines",NA,"G3","CIX","CONNEXION","Burundi","Y"
1791,"City of Bangor",NA,NA,"XBG",NA,"United States","N"
1792,"CityJet",NA,"WX","BCY","CITY-IRELAND","Ireland","Y"
1793,"Cityair (Chester) Limited",NA,NA,"CAQ","AIR CHESTER","United Kingdom","N"
1794,"Cityfly",NA,NA,"CII","CITYFLY","Italy","N"
1795,"BA CityFlyer",NA,"CJ","CFE","FLYER","United Kingdom","Y"
1796,"Cityline Hungary",NA,NA,"CNB","CITYHUN","Hungary","N"
1797,"Citylink Airlines",NA,NA,"HSR","HOOSIER","United States","N"
1798,"Civair Airways",NA,NA,"CIW","CIVFLIGHT","South Africa","N"
1799,"Civil Air Patrol South Carolina Wing",NA,NA,"BKR","BOX KAR","United States","N"
1800,"Civil Air Transport",NA,"CT","CAT","Mandarin","Taiwan","N"
1801,"Civil Aviation Authority",NA,NA,"CIA","CALIMERA","Slovakia","N"
1802,"Civil Aviation Authority of New Zealand",NA,NA,"CIV","CIVAIR","New Zealand","N"
1803,"Civil Aviation Inspectorate of the Czech Republic",NA,NA,"CBA","CALIBRA","Czech Republic","N"
1804,"Claessens International Limited",NA,NA,"FMC","CLAESSENS","United Kingdom","N"
1805,"Clark Aviation",NA,NA,"CLK","CLARKAIR","United States","N"
1806,"Clasair",NA,NA,"CSF","CALEDONIAN","United Kingdom","N"
1807,"Clay Lacy Aviation",NA,NA,"CLY","CLAY-LACY","United States","N"
1808,"Click Airways",NA,NA,"CGK","CLICK AIR","Kyrgyzstan","Y"
1809,"Cloud 9 Air Charters",NA,NA,"CLZ","CLOUDLINE","South Africa","N"
1810,"Clowes Estates Limited",NA,NA,"CLD","CLOWES","United Kingdom","N"
1811,"Club 328",NA,NA,"SDJ","SPACEJET","United Kingdom","N"
1812,"Club Air",NA,"6P","ISG","CLUBAIR","Italy","N"
1813,"Coast Air",NA,"BX","CST","COAST CENTER","Norway","N"
1814,"Coastal Air",NA,"DQ",NA,"U.S. Virgin Islands","United States","Y"
1815,"Coastal Air Transport",NA,NA,"TCL","TRANS COASTAL","United States","N"
1816,"Coastal Airways",NA,NA,"CNG","SID-AIR","United States","N"
1817,"Coastal Travels",NA,NA,"CSV","COASTAL TRAVEL","Tanzania","N"
1818,"Cohlmia Aviation",NA,NA,"CHL","COHLMIA","United States","N"
1819,"Colaereos",NA,NA,"OLR","COLAEREOS","Ecuador","N"
1820,"Colemill Enterprises",NA,NA,"CLE","COLEMILL","United States","N"
1821,"Colgan Air",NA,"9L","CJC","COLGAN","United States","Y"
1822,"Colibri Aviation",NA,NA,"CAE","HUMMINGBIRD","Canada","N"
1823,"Colt International",NA,NA,"CCX",NA,"United States","N"
1824,"Columbia Airlines",NA,NA,"COL","COLAIR","Canada","N"
1825,"Columbia Helicopters",NA,NA,"WCO","COLUMBIA HELI","United States","N"
1826,"Columbus Air Transport",NA,NA,"KLR","KAY-LER","United States","N"
1827,"Colvin Aviation",NA,NA,"GHP","GRASSHOPPER EX","United States","N"
1828,"Comair",NA,"OH","COM","COMAIR","United States","Y"
1829,"Comair",NA,"MN","CAW","COMMERCIAL","South Africa","Y"
1830,"Comed Group",NA,NA,"CDE","COMEX","United Kingdom","N"
1831,"Comeravia",NA,NA,"CVV","COMERAVIA","Venezuela","N"
1832,"Comercial Aerea",NA,NA,"CRS","COMERCIAL AEREA","Mexico","N"
1833,"Comet Airlines",NA,NA,"CMG","SUNSPY","Nigeria","N"
1834,"Comfort Air",NA,NA,"FYN","FLYNN","Germany","N"
1835,"Comlux Aviation",NA,NA,"CLA","COMLUX","Switzerland","N"
1836,"Commair Aviation",NA,NA,"CMH","COMMODORE","United Kingdom","N"
1837,"Commandement Du Transport Aerien Militaire Francais",NA,NA,"CTM","COTAM","France","N"
1838,"Commander Air Charter",NA,NA,"CML","COMMANDAIR","Canada","N"
1839,"Commander Mexicana",NA,NA,"CRM","COMMANDERMEX","Mexico","N"
1840,"Commercial Aviation",NA,NA,"CMS","ACCESS","Canada","N"
1841,"Commodore Aviation",NA,NA,"GAR",NA,"Australia","N"
1842,"Commonwealth Jet Service",NA,NA,"CJS","COMMONWEALTH","United States","N"
1843,"CommutAir",NA,"C5","UCA","COMMUTAIR","United States","Y"
1844,"Comores Airlines",NA,"KR","CWK","CONTICOM","Comoros","Y"
1845,"Compagnia Generale Ripreseaeree",NA,NA,"CGR","COMPRIP","Italy","N"
1846,"Compagnie Aerienne du Mali",NA,NA,"CMM","CAMALI","Mali","N"
1847,"Compagnie Mauritanienne Des Transports",NA,NA,"CPM",NA,"Mauritania","N"
1848,"Compagnie de Bauxites de Guinee",NA,NA,"GIC","CEBEGE","Guinea","N"
1849,"Compania Aerea de Valencia",NA,NA,"AIF",NA,"Spain","N"
1850,"Compania Aerotecnicas Fotograficas",NA,NA,"ATF","AEROTECNICAS","Spain","N"
1851,"Compania Boliviana de Transporte Aereo Privado Aerosur",NA,NA,"ASU"," S.A.","ASUR","N"
1852,"Compania De Actividades Y Servicios De Aviacion",NA,NA,"LCT","STELLAIR","Spain","N"
1853,"Compania Ejecutiva",NA,NA,"EJV","EJECUTIVA","Mexico","N"
1854,"Compania Helicopteros Del Sureste",NA,NA,"HSE","HELISURESTE","Spain","N"
1855,"Compania Mexicana De Aeroplanos",NA,NA,"MDR","AEROPLANOS","Mexico","N"
1856,"Compania Mexicargo",NA,"GJ","MXC","MEXICARGO","Mexico","N"
1857,"Compania Transportes Aereos Del Sur",NA,NA,"HSS","TAS HELICOPTEROS","Spain","N"
1858,"Compania de Servicios Aereos Tavisa",NA,NA,"TAV","TAVISA","Spain","N"
1859,"Company Flight",NA,NA,"CYF","COMPANY FLIGHT","Denmark","N"
1860,"Compass Airlines",NA,"CP","CPZ","Compass Rose","United States","Y"
1861,"Compass International Airways",NA,NA,"CPS","COMPASS","United Kingdom","N"
1862,"Compuflight Operations Service",NA,NA,"XCO",NA,"United States","N"
1863,"Compuserve Incorporated",NA,NA,"XCS",NA,"United States","N"
1864,"Conair Aviation",NA,NA,"CRC","CONAIR-CANADA","Canada","N"
1865,"Concordavia",NA,NA,"COD","CONCORDAVIA","Ukraine","N"
1866,"Condor Aero Services",NA,NA,"CNR","CONAERO","United States","N"
1867,"Condor",NA,NA,"CIB","CONDOR BERLIN","Germany","N"
1868,"Condor Flugdienst",NA,"DE","CFG","CONDOR","Germany","Y"
1869,"Confort Air",NA,NA,"COF","CONFORT","Canada","N"
1870,"Congo Air",NA,NA,"CAK",NA,"Bahamas","N"
1871,"Congressional Air",NA,NA,"CGA","CONGRESSIONAL","United States","N"
1872,"Conifair Aviation",NA,NA,"ROY",NA,"Canada","N"
1873,"Connectair Charters",NA,NA,"BSN","BASTION","Canada","N"
1874,"Conquest Airlines",NA,NA,"CAC","CONQUEST AIR","United States","N"
1875,"Conroe Aviation Services",NA,NA,"CXO","CONROE AIR","United States","N"
1876,"Consorcio Aviaxsa",NA,"6A","CHP","AVIACSA","Mexico","Y"
1877,"Consorcio Helitec",NA,NA,"VCH","CONSORCIO HELITEC","Venezuela","N"
1878,"Constanta Airline",NA,NA,"UZA","CONSTANTA","Ukraine","N"
1879,"Contact Air","Contactair","C3","KIS","CONTACTAIR","Germany","Y"
1880,"Contel ASC",NA,NA,"XCL",NA,"United States","N"
1881,"Continental Airlines",NA,"CO","COA","CONTINENTAL","United States","Y"
1882,"Continental Airways",NA,"PC","PVV","CONTAIR","Russia","N"
1883,"Continental Express",NA,"CO",NA,"JETLINK","United States","Y"
1884,"Continental Micronesia",NA,"CS","CMI","AIR MIKE","United States","Y"
1885,"Continental Oil",NA,NA,"CON","CONOCO","United States","N"
1886,"Conviasa",NA,"V0","VCV","CONVIASA","Venezuela","Y"
1887,"Cook Inlet Aviation",NA,NA,"CKA","COOK-AIR","United States","N"
1888,"Cooper Aerial Surveys",NA,NA,"SVY","SURVEYOR","United Kingdom","N"
1889,"Copa Airlines",NA,"CM","CMP","COPA","Panama","Y"
1890,"Copenhagen Airtaxi",NA,NA,"CAT","AIRCAT","Denmark","N"
1891,"Copper State Air Service",NA,NA,"COP","COPPER STATE","United States","N"
1892,"Copterline",NA,NA,"AAQ","COPTERLINE","Finland","Y"
1893,"Coptrade Air Transport",NA,NA,"CCW","COPTRADE AIR","Sudan","N"
1894,"Corendon Airlines",NA,NA,"CAI","CORENDON","Turkey","Y"
1895,"Coronado Aerolineas",NA,NA,"CRA","CORAL","Colombia","N"
1896,"Corpac Canada",NA,NA,"CPB","PENTA","Canada","N"
1897,"Corporacion Aereo Cencor",NA,NA,"CNC","CENCOR","Mexico","N"
1898,"Corporacion Aeroangeles",NA,NA,"CPG","CORPORANG","Mexico","N"
1899,"Corporacion Paraguaya De Aeronautica",NA,NA,"CGY",NA,"Paraguay","N"
1900,"Corporate Air",NA,NA,"CPT","AIR SPUR","United States","N"
1901,"Corporate Air",NA,NA,"CPR","CORPAIR","United States","N"
1902,"Corporate Aircraft Company",NA,NA,"CPO","MOKAN","United States","N"
1903,"Corporate Airlink",NA,NA,"COO","CORPORATE","Canada","N"
1904,"Corporate Aviation Services",NA,NA,"CKE","CHECKMATE","United States","N"
1905,"Corporate Flight International",NA,NA,"VHT","VEGAS HEAT","United States","N"
1906,"Corporate Flight Management",NA,NA,"VTE","VOLUNTEER","United States","N"
1907,"Corporate Jets",NA,NA,"CJI","SEA JET","United States","N"
1908,"Corsairfly",NA,"SS","CRL","CORSAIR","France","Y"
1909,"Corse-Mediterranee",NA,"XK","CCM","CORSICA","France","Y"
1910,"Cosmic Air",NA,"F5","COZ","COSMIC AIR","Nepal","N"
1911,"Cougar Helicopters",NA,NA,"CHI","COUGAR","Canada","N"
1912,"Coulson Flying Service",NA,NA,"MGB","MOCKINGBIRD","United Kingdom","N"
1913,"Country Connection Airlines",NA,NA,"NSW",NA,"Australia","N"
1914,"Country International Airlines",NA,NA,"CIK","COUNTRY AIR","Kyrgyzstan","N"
1915,"Courier Services",NA,NA,"CSD","DELIVERY","United States","N"
1916,"Court Helicopters",NA,NA,"CUT","COURT AIR","South Africa","N"
1917,"Coval Air",NA,NA,"CVL","COVAL","Canada","N"
1918,"Cowi",NA,NA,"COW","COWI","Netherlands","N"
1919,"Coyne Aviation",NA,NA,"COY","COYNE AIR","United Kingdom","N"
1920,"Cranfield University",NA,NA,"CFD","AERONAUT","United Kingdom","N"
1921,"Cree Airways",NA,NA,"CRE","CREE AIR","Canada","N"
1922,"Crelam",NA,NA,"ELM","CRELAM","Mexico","N"
1923,"Crest Aviation",NA,NA,"CAN","CREST","United Kingdom","Y"
1924,"Crimea Universal Avia",NA,NA,"KRM","TRANS UNIVERSAL","Ukraine","N"
1925,"Croatia Airlines",NA,"OU","CTN","CROATIA","Croatia","Y"
1926,"Croatian Air Force",NA,NA,"HRZ","CROATIAN AIRFORCE","Croatia","N"
1927,"Cross Aviation",NA,NA,"CRX","CROSSAIR","United Kingdom","N"
1928,"Crossair Europe",NA,"QE","ECC","Cigogne","Switzerland","N"
1929,"Crow Executive Air",NA,NA,"CWX","CROW EXPRESS","United States","N"
1930,"Crown Air Systems",NA,NA,"CKR","CROWN AIR","United States","N"
1931,"Crown Airways",NA,NA,"CRO","CROWN AIRWAYS","United States","Y"
1932,"Crownair",NA,NA,"CRW","REGAL","Canada","N"
1933,"Cruiser Linhas Aereas",NA,NA,"VCR","VOE CRUISER","Brazil","N"
1934,"Cryderman Air Service",NA,NA,"CTY","CENTURY","United States","N"
1935,"Crystal Shamrock",NA,NA,"CYT","CRYSTAL-AIR","United States","N"
1936,"Cubana de AviaciÃ³n",NA,"CU","CUB","CUBANA","Cuba","Y"
1937,"Cumberland Airways (Nicholson Air Service)",NA,NA,"CBL","CUMBERLAND","United States","N"
1938,"Custom Air Transport",NA,NA,"CTT","CATT","United States","N"
1939,"Cygnus Air",NA,NA,"RGN","CYGNUS AIR","Spain","N"
1940,"Cyprair Tours",NA,NA,"CYC","CYPRAIR","Cyprus","N"
1941,"Cypress Airlines",NA,NA,"CYS","SKYBIRD","Canada","N"
1942,"Cyprus Airways",NA,"CY","CYP","CYPRUS","Cyprus","Y"
1943,"Cyprus Turkish Airlines",NA,"YK",NA,NA,"Turkey","Y"
1944,"Czech Air Force",NA,NA,"CEF","CZECH AIR FORCE","Czech Republic","N"
1945,"Czech Air Handling",NA,NA,"AHD","AIRHANDLING","Czech Republic","N"
1946,"Czech Airlines","CSA Czech Airlines","OK","CSA","CSA-LINES","Czech Republic","Y"
1947,"Czech Government Flying Service",NA,NA,"CIE","CZECHIA","Czech Republic","N"
1948,"D & D Aviation",NA,NA,"DDA","DUSTY","United States","N"
1949,"D&K Aviation",NA,NA,"DNK","DIRECT JET","United States","N"
1950,"DAP Helicopteros",NA,NA,"DHE","HELIDAP","Chile","N"
1951,"DFS UK Limited",NA,NA,"VLF","VOLANTE","United Kingdom","N"
1952,"DAS Air Cargo",NA,"WD","DSR","DAIRAIR","Uganda","N"
1953,"DAS Airlines",NA,NA,"RKC","DAS CONGO","Democratic Republic of the Congo","N"
1954,"DAT Danish Air Transport",NA,"DX","DTR","DANISH","Denmark","Y"
1955,"DAT Enterprise Limited",NA,NA,"ENT","DATENT","United Kingdom","N"
1956,"DERA Boscombe Down",NA,NA,"BDN","GAUNTLET","United Kingdom","N"
1957,"DESNA",NA,NA,"DSN","DESNA","Ukraine","N"
1958,"DETA Air",NA,NA,"DET","SAMAL","Kazakhstan","N"
1959,"DGO Jet",NA,NA,"DGO","DGO JET","Mexico","N"
1960,"DHL Aero Expreso",NA,NA,"DAE","YELLOW","Panama","N"
1961,"DHL Air",NA,NA,"DHK","WORLD EXPRESS","United Kingdom","N"
1962,"DHL Aviation",NA,NA,"DHV","WORLDSTAR","South Africa","N"
1963,"DHL International",NA,"ES","DHX","DILMUN","Bahrain","N"
1964,"DHL de Guatemala",NA,"L3","JOS",NA,"Guatemala","N"
1965,"DSWA",NA,NA,"RSK","REDSKIN","United States","N"
1966,"Daallo Airlines",NA,"D3","DAO","DALO AIRLINES","Djibouti","Y"
1967,"Dagestan Airlines",NA,"N2","DAG","DAGAL","Russia","N"
1968,"Dahla Airlines",NA,NA,"DHA",NA,"Democratic Republic of Congo","N"
1969,"Daimler Chrysler Aviation",NA,NA,"DCS","TWIN STAR","Germany","N"
1970,"Daimler-Chrysler",NA,NA,"DCX","DAIMLER","United States","N"
1971,"Daka",NA,NA,"DKA",NA,"Kazakhstan","N"
1972,"Dala Air Services",NA,NA,"DLR","DALA AIR","Nigeria","N"
1973,"Dalavia",NA,"H8","KHB","DALAVIA","Russia","Y"
1974,"Dallas Express Airlines",NA,NA,"DXP","DALLAS EXPRESS","United States","N"
1975,"Damascene Airways",NA,NA,"DAS","AIRDAM","Syrian Arab Republic","N"
1976,"Danbury Airways",NA,NA,"DSA","DANBURY AIRWAYS","United States","N"
1977,"Dancopter",NA,NA,"DOP","DANCOPTER","Denmark","N"
1978,"Danish Air Force",NA,NA,"DAF","DANISH AIRFORCE","Denmark","N"
1979,"Danish Army",NA,NA,"DAR","DANISH ARMY","Denmark","N"
1980,"Danish Navy",NA,NA,"DNY","DANISH NAVY","Denmark","N"
1981,"Danu Oro Transportas",NA,NA,"DNU","DANU","Lithuania","N"
1982,"Darta",NA,NA,"DRT","DARTA","France","N"
1983,"Darwin Airline",NA,"0D","DWT","DARWIN","Switzerland","Y"
1984,"Dasab Airlines",NA,NA,"DSQ","DASAB AIR","Uganda","N"
1985,"Dash Air Charter",NA,NA,"DSH","DASH CHARTER","United States","N"
1986,"Dash Aviation",NA,NA,"GOB","PILGRIM","United Kingdom","N"
1987,"Dasnair",NA,NA,"DGX","DASNA","Switzerland","N"
1988,"Dassault Aviation",NA,NA,"DAB",NA,"France","N"
1989,"Dassault Falcon Jet Corporation",NA,NA,"CVF","CLOVERLEAF","United States","N"
1990,"Dassault Falcon Service",NA,NA,"DSO","DASSAULT","France","N"
1991,"Data International",NA,NA,"DTN","DATA AIR","Sudan","N"
1992,"Date Transformation Corp",NA,NA,"XDT",NA,"United States","N"
1993,"Dauair",NA,"D5","DAU","DAUAIR","Germany","N"
1994,"David Crawshaw Consultants Limited",NA,NA,"DCO",NA,"United Kingdom","N"
1995,"Dawn Air",NA,NA,"DWN","DAWN AIR","United States","N"
1996,"DayJet",NA,NA,"DJS","DAYJET","United States","N"
1997,"Daya Aviation",NA,NA,"DAY","DAYA","Sri Lanka","N"
1998,"De Havilland",NA,NA,"DHC","DEHAVILLAND","Canada","N"
1999,"Deadalos Flugtbetriebs",NA,NA,"IAY","IASON","Austria","N"
2000,"Decatur Aviation",NA,NA,"DAA","DECUR","United States","N"
2001,"Deccan Aviation",NA,NA,"DKN","DECCAN","India","N"
2002,"Deccan Aviation (Lanka)",NA,NA,"DLK","DEKKANLANKA","Sri Lanka","N"
2003,"Deer Jet",NA,NA,"DER","DEER JET","China","N"
