"airline","airlineID","sourceAirport","sourceAirportID","destinationAirport","destinationAirportID","codeshare","stops","equipment"
"WT",NA,"YAX","5465","YTL","5531",NA,"0","BEH"
"WT",NA,"YER","5489","YAX","5465",NA,"0","BEH"
"WT",NA,"YER","5489","YTL","5531",NA,"0","BEH"
"WT",NA,"YER","5489","YXL"," 169",NA,"0","BEH"
"WT",NA,"YFH","5491","YLH","5510",NA,"0","BEH"
"WT",NA,"YFH","5491","YOG","5470",NA,"0","PL2"
"WT",NA,"YFH","5491","YQT"," 121",NA,"0","PL2 BEH"
"WT",NA,"YHP","5471","YNO","5467",NA,"0","BEH"
"WT",NA,"YHP","5471","YRL","5527",NA,"0","PL2 BEH"
"WT",NA,"YLH","5510","YFH","5491",NA,"0","BEH PL2"
"WT",NA,"YLH","5510","YWP","5533",NA,"0","BEH"
"WT",NA,"YNO","5467","YHP","5471",NA,"0","PL2 BEH"
"WT",NA,"YNO","5467","YRL","5527",NA,"0","BEH"
"WT",NA,"YOG","5470","YFH","5491",NA,"0","PL2"
"WT",NA,"YPL"," 105","YQT"," 121",NA,"0","PL2"
"WT",NA,"YPM","5521","YHP","5471",NA,"0","BEH"
"WT",NA,"YPM","5521","YNO","5467",NA,"0","PL2 BEH"
"WT",NA,"YPM","5521","YRL","5527",NA,"0","PL2"
"WT",NA,"YPM","5521","YVZ","5532",NA,"0","BEH"
"WT",NA,"YPM","5521","YXL"," 169",NA,"0","BEH"
"WT",NA,"YQT"," 121","YFH","5491",NA,"0","BEH PL2"
"WT",NA,"YQT"," 121","YWP","5533",NA,"0","BEH PL2"
"WT",NA,"YQT"," 121","YXL"," 169",NA,"0","BEH"
"WT",NA,"YRL","5527","YPM","5521",NA,"0","BEH PL2"
"WT",NA,"YRL","5527","YVZ","5532",NA,"0","BEH"
"WT",NA,"YRL","5527","YXL"," 169",NA,"0","BEH PL2"
"WT",NA,"YRL","5527","ZSJ","5548",NA,"0","PL2"
"WT",NA,"YTL","5531","XBE","5468",NA,"0","BEH"
"WT",NA,"YTL","5531","XKS","5480",NA,"0","BEH"
"WT",NA,"YTL","5531","YER","5489",NA,"0","BEH"
"WT",NA,"YTL","5531","YXL"," 169",NA,"0","BEH"
"WT",NA,"YVZ","5532","ZSJ","5548",NA,"0","BEH"
"WT",NA,"YWP","5533","YLH","5510",NA,"0","BEH PL2"
"WT",NA,"YWP","5533","YPL"," 105",NA,"0","BEH"
"WT",NA,"YXL"," 169","KIF","5469",NA,"0","BEH"
"WT",NA,"YXL"," 169","MSA","5544",NA,"0","BEH"
"WT",NA,"YXL"," 169","WNN","5466",NA,"0","BEH"
"WT",NA,"YXL"," 169","XBE","5468",NA,"0","BEH"
"WT",NA,"YXL"," 169","XKS","5480",NA,"0","BEH"
"WT",NA,"YXL"," 169","YAC","5478",NA,"0","BEH"
"WT",NA,"YXL"," 169","YAX","5465",NA,"0","BEH"
"WT",NA,"YXL"," 169","YER","5489",NA,"0","BEH"
"WT",NA,"YXL"," 169","YQT"," 121",NA,"0","BEH DH1"
"WT",NA,"YXL"," 169","YRL","5527",NA,"0","BEH PL2"
"WT",NA,"YXL"," 169","YTL","5531",NA,"0","BEH"
"WT",NA,"YXL"," 169","ZPB","5546",NA,"0","BEH"
"WT",NA,"YXL"," 169","ZRJ","5547",NA,"0","BEH"
"WT",NA,"YXL"," 169","ZSJ","5548",NA,"0","BEH PL2"
"WT",NA,"ZPB","5546","MSA","5544",NA,"0","BEH"
"WT",NA,"ZPB","5546","YXL"," 169",NA,"0","BEH"
"WT",NA,"ZRJ","5547","MSA","5544",NA,"0","BEH"
"WT",NA,"ZRJ","5547","YAC","5478",NA,"0","BEH"
"WT",NA,"ZSJ","5548","KEW","8355",NA,"0","BEH"
"WT",NA,"ZSJ","5548","YPM","5521",NA,"0","PL2"
"WT",NA,"ZSJ","5548","YRL","5527",NA,"0","PL2 BEH"
"YN",NA,"YAT","5482","YPO","5522",NA,"0","DH1"
"YN",NA,"YAT","5482","ZKE","5543",NA,"0","DH1"
"YN",NA,"YFA","5490","YMO","  91",NA,"0","DH1"
"YN",NA,"YFA","5490","ZKE","5543",NA,"0","DH1"
"YN",NA,"YGW","5496","YKU","5472",NA,"0","DH8"
"YN",NA,"YKQ","5507","YKU","5472",NA,"0","DH8"
"YN",NA,"YKQ","5507","YMO","  91",NA,"0","BEC"
"YN",NA,"YKQ","5507","YMT","5514",NA,"0","DH8"
"YN",NA,"YKQ","5507","YNS","5501",NA,"0","DH8"
"YN",NA,"YKQ","5507","YVO"," 153",NA,"0","DH8"
"YN",NA,"YKQ","5507","ZEM","5539",NA,"0","DH8"
"YN",NA,"YKU","5472","YGW","5496",NA,"0","DH8"
"YN",NA,"YKU","5472","YKQ","5507",NA,"0","DH8"
"YN",NA,"YKU","5472","YNC","5516",NA,"0","DH8"
"YN",NA,"YKU","5472","YVO"," 153",NA,"0","BET"
"YN",NA,"YMO","  91","YFA","5490",NA,"0","DH1"
"YN",NA,"YMO","  91","YKQ","5507",NA,"0","BEC"
"YN",NA,"YMO","  91","YTS"," 143",NA,"0","BEC DH1 EMB"
"YN",NA,"YMT","5514","YKQ","5507",NA,"0","DH8"
"YN",NA,"YMT","5514","YNS","5501",NA,"0","DH8"
"YN",NA,"YMT","5514","YUL"," 146",NA,"0","DH8"
"YN",NA,"YNC","5516","YKU","5472",NA,"0","DH8"
"YN",NA,"YNC","5516","ZEM","5539",NA,"0","DH8"
"YN",NA,"YNS","5501","YKQ","5507",NA,"0","DH8"
"YN",NA,"YNS","5501","YMT","5514",NA,"0","DH8"
"YN",NA,"YPO","5522","YAT","5482",NA,"0","DH1"
"YN",NA,"YTS"," 143","YMO","  91",NA,"0","DH1 BEC"
"YN",NA,"YUL"," 146","YMT","5514",NA,"0","DH8"
"YN",NA,"YUL"," 146","YVO"," 153",NA,"0","DH8"
"YN",NA,"YVO"," 153","YKQ","5507",NA,"0","DH8"
"YN",NA,"YVO"," 153","YKU","5472",NA,"0","BET"
"YN",NA,"YVO"," 153","YUL"," 146",NA,"0","DH8"
"YN",NA,"ZEM","5539","YKQ","5507",NA,"0","DH8"
"YN",NA,"ZEM","5539","YNC","5516",NA,"0","DH8"
"YN",NA,"ZKE","5543","YAT","5482",NA,"0","DH1"
"YN",NA,"ZKE","5543","YFA","5490",NA,"0","DH1"
